Name	sex	1880N	1890N	1900N	1910N	1920N	1930N	1940N	1950N	1960N	1970N	1980N	1990N	2008N	2009N	2010N	2011N	2012N	2013N	2014N	2015N	2016N	2017N	1880R	1890R	1900R	1910R	1920R	1930R	1940R	1950R	1960R	1970R	1980R	1990R	2008R	2009R	2010R	2011R	2012R	2013R	2014R	2015R	2016R	2017R
Morris	M	388	511	716	916	634	428	296	207	139	83	52	20	0	0	0	0	0	0	0	0	0	0	154	132	105	95	126	162	191	244	334	483	639	994	0	0	0	0	0	0	0	0	0	0
Mortimer	M	43	39	27	47	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	700	864	634	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morton	M	83	82	74	176	195	139	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	421	500	289	273	321	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mose	M	268	230	209	84	53	39	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	231	255	453	574	656	718	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moses	M	372	311	294	190	158	127	93	69	55	83	86	88	130	129	126	124	121	151	144	159	167	161	159	198	207	278	303	336	380	441	539	486	492	545	495	504	510	522	545	468	488	471	462	475
Moshe	M	0	0	0	0	0	0	0	0	0	20	40	56	82	98	107	111	121	121	124	130	129	132	0	0	0	0	0	0	0	0	0	908	734	705	685	616	581	569	546	553	555	552	562	545
Mossie	F	0	22	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mozell	F	0	0	27	44	38	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	690	740	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mozelle	F	0	20	59	92	70	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	573	445	527	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muhammad	M	0	0	0	0	0	0	0	0	0	0	22	37	94	103	126	138	148	176	195	222	244	233	0	0	0	0	0	0	0	0	0	0	927	849	617	603	506	480	468	422	399	365	352	366
Muriel	F	87	221	356	674	809	384	154	64	24	0	0	0	0	0	0	0	0	0	0	0	0	0	412	270	207	140	132	209	338	566	950	0	0	0	0	0	0	0	0	0	0	0	0	0
Murl	M	0	0	0	21	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Murphy	M	0	33	53	36	33	28	18	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	607	755	767	800	862	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Murray	M	88	123	181	239	249	137	86	67	42	0	0	0	0	0	0	0	0	0	0	0	0	0	390	334	277	235	236	326	398	452	604	0	0	0	0	0	0	0	0	0	0	0	0	0
Murry	M	0	31	29	36	31	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	841	750	795	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Musa	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	56	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	947	826
Mustafa	M	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	54	58	59	59	60	59	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	927	903	899	911	907	917	905
Mya	F	0	0	0	0	0	0	0	0	0	0	0	84	782	822	744	718	641	683	596	553	484	450	0	0	0	0	0	0	0	0	0	0	0	647	102	98	101	106	124	117	141	146	168	173
Myah	F	0	0	0	0	0	0	0	0	0	0	0	0	119	122	114	126	119	110	97	104	112	95	0	0	0	0	0	0	0	0	0	0	0	0	604	594	638	577	607	655	722	688	659	758
Myer	M	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myla	F	0	0	0	0	0	0	0	0	0	0	0	0	120	136	146	155	197	241	220	244	227	260	0	0	0	0	0	0	0	0	0	0	0	0	602	536	511	484	400	340	370	335	362	325
Mylee	F	0	0	0	0	0	0	0	0	0	0	0	0	172	79	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	853	944	0	0	0	0	0	0	0
Myles	M	0	22	24	34	35	31	28	28	26	29	67	176	306	314	336	380	409	414	417	435	430	467	0	906	889	794	737	759	713	685	758	818	562	355	266	265	253	238	223	224	226	223	230	212
Mylie	F	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0
Myra	F	334	272	215	196	197	260	292	258	191	112	84	62	0	72	65	86	77	90	112	124	143	159	193	238	285	289	296	256	235	260	345	501	614	783	0	906	967	792	878	771	640	597	556	509
Myranda	F	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	0	0	0	0	0	0	0	0	0	0
Myrl	F	0	27	33	28	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842	787	838	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrle	F	0	34	38	37	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	734	751	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrna	F	0	17	39	56	76	454	269	104	68	31	0	0	0	0	0	0	0	0	0	0	0	0	0	953	726	608	503	183	248	439	608	937	0	0	0	0	0	0	0	0	0	0	0	0
Myron	M	123	139	173	271	274	277	186	157	138	109	72	48	0	0	0	0	0	0	0	0	0	0	319	314	285	221	218	211	263	288	337	422	536	756	0	0	0	0	0	0	0	0	0	0
Myrta	F	64	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrtice	F	0	25	48	58	52	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871	650	596	638	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrtie	F	228	158	95	48	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	323	434	655	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrtis	F	22	42	68	69	64	48	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	661	527	525	570	651	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrtle	F	3420	3689	3106	1868	1208	626	239	77	19	0	0	0	0	0	0	0	0	0	0	0	0	0	37	28	35	59	90	151	266	520	999	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrtle	M	19	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nada	F	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nadia	F	0	0	0	0	0	0	0	0	0	77	146	178	362	325	321	298	274	252	282	239	231	202	0	0	0	0	0	0	0	0	0	625	411	377	219	247	247	269	294	325	287	345	358	400
Nadine	F	0	29	70	178	275	275	175	223	207	116	88	67	0	0	0	0	0	0	0	0	0	0	0	817	511	306	252	249	308	296	322	491	587	751	0	0	0	0	0	0	0	0	0	0
Nahla	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	70	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	928	966	0	0	0	0
Naima	F	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0
Najee	M	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	0	0	0	0	0	0	0	0	0	0
Nakia	F	0	0	0	0	0	0	0	0	0	106	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	812	0	0	0	0	0	0	0	0	0	0	0
Nakia	M	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0
Nakisha	F	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	0	0	0	0	0	0	0	0	0	0	0
Nala	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	72	92	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	946	784	768
Nalani	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	810
Nameer	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0
Nan	F	113	84	72	48	47	65	69	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	438	501	662	667	546	529	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nana	F	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanci	F	0	0	0	0	0	0	30	47	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	679	885	0	0	0	0	0	0	0	0	0	0	0	0	0
Nancie	F	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nancy	F	1679	1113	905	996	1732	6322	8291	7121	3701	1248	676	485	201	160	142	136	110	104	93	86	78	80	72	97	111	101	62	9	7	9	26	78	115	163	379	469	521	541	654	688	755	820	900	878
Nancy	M	0	0	0	0	0	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanette	F	0	0	0	0	14	34	49	134	147	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	777	628	382	399	785	0	0	0	0	0	0	0	0	0	0	0	0
Nanie	F	27	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nannette	F	0	0	0	0	0	0	18	39	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	762	738	0	0	0	0	0	0	0	0	0	0	0	0	0
Nannie	F	1108	749	535	288	207	121	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	125	166	246	286	400	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naoma	F	0	0	19	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	836	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naomi	F	220	432	583	692	718	599	294	186	159	250	287	319	680	727	779	801	861	870	927	942	960	996	251	186	158	134	143	156	234	314	379	298	243	225	118	107	96	93	81	87	80	77	74	69
Napoleon	M	116	94	83	58	47	37	24	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	334	395	451	564	625	673	774	765	829	0	0	0	0	0	0	0	0	0	0	0	0	0
Nash	M	0	0	0	0	0	0	0	0	0	0	0	0	83	87	100	125	126	152	218	250	319	332	0	0	0	0	0	0	0	0	0	0	0	0	681	673	612	519	525	466	365	344	286	283
Nasir	M	0	0	0	0	0	0	0	0	0	0	0	21	148	145	125	115	116	131	125	141	170	195	0	0	0	0	0	0	0	0	0	0	0	985	448	455	513	558	565	517	552	509	456	411
Nat	M	47	52	37	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	568	760	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natalee	F	0	0	0	0	0	0	0	0	0	0	0	0	132	140	134	130	111	105	83	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	525	544	566	649	686	836	965	0	0
Natalia	F	0	0	0	0	14	0	0	0	0	31	102	199	761	752	760	707	655	668	700	678	716	678	0	0	0	0	985	0	0	0	0	928	528	349	108	103	98	108	119	120	111	118	111	117
Natalie	F	54	73	104	203	265	220	136	163	507	886	1445	1582	2397	2275	2192	2185	1997	1900	1779	1632	1567	1437	544	476	414	285	257	277	363	334	182	105	55	52	13	16	14	14	17	21	23	27	31	36
Nataly	F	0	0	0	0	0	0	0	0	0	0	0	62	208	184	175	147	132	114	94	76	90	74	0	0	0	0	0	0	0	0	0	0	0	785	370	420	436	505	565	624	746	901	804	924
Natalya	F	0	0	0	0	0	0	0	0	0	0	0	0	77	92	88	81	68	65	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	746	768	828	950	980	1000	0	0	0
Natasha	F	0	0	0	0	0	0	0	0	34	575	1014	548	182	188	167	153	142	125	111	107	98	92	0	0	0	0	0	0	0	0	860	151	72	149	413	407	459	489	539	582	644	666	731	769
Nathalia	F	0	0	0	0	0	0	0	0	0	0	0	0	66	0	69	0	0	0	0	81	78	68	0	0	0	0	0	0	0	0	0	0	0	0	953	0	927	0	0	0	0	868	905	989
Nathalie	F	16	0	14	33	35	0	0	0	0	0	43	95	124	153	118	141	125	135	111	115	110	98	951	0	992	795	770	0	0	0	0	0	867	606	588	485	619	522	593	553	645	625	670	743
Nathaly	F	0	0	0	0	0	0	0	0	0	0	0	0	76	83	84	88	83	84	90	84	75	0	0	0	0	0	0	0	0	0	0	0	0	0	865	816	804	780	819	813	779	843	927	0
Nathan	M	479	489	562	523	301	221	188	252	403	1963	2811	2664	3111	2926	2834	2650	2635	2461	2243	2153	2019	1925	124	136	137	139	208	252	258	224	176	49	39	39	21	24	27	28	29	31	38	38	43	45
Nathanael	M	0	0	0	0	0	0	0	0	0	42	93	114	124	140	118	109	111	118	118	120	108	104	0	0	0	0	0	0	0	0	0	699	470	474	514	472	538	583	584	565	587	580	628	647
Nathanial	M	0	0	0	0	0	0	0	0	0	23	52	74	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	635	600	931	0	0	0	0	0	0	0	0	0
Nathaniel	M	239	284	397	352	350	349	319	308	265	572	1025	1305	1370	1307	1267	1247	1203	1141	1073	1054	980	913	217	206	171	184	182	184	185	207	233	140	80	74	77	76	82	84	84	91	94	97	103	112
Nathen	M	0	0	0	0	0	0	0	0	0	0	0	0	58	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	962	0	0	0	0	0	0	0	0
Naya	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	90	84	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	784	852	961
Nayeli	F	0	0	0	0	0	0	0	0	0	0	0	35	224	210	205	209	214	197	203	174	171	164	0	0	0	0	0	0	0	0	0	0	0	975	349	371	387	382	370	397	401	458	471	495
Neal	M	156	154	159	143	173	192	208	267	243	179	144	78	0	0	0	0	0	0	0	0	0	0	285	289	297	333	289	273	237	217	250	314	345	588	0	0	0	0	0	0	0	0	0	0
Nealie	F	26	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ned	M	123	145	128	138	128	127	94	65	40	16	0	0	0	0	0	0	0	0	0	0	0	0	318	305	343	342	345	337	378	459	621	968	0	0	0	0	0	0	0	0	0	0	0	0
Nedra	F	0	0	0	36	26	45	43	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	876	677	690	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nehemiah	M	0	0	0	0	0	0	0	0	0	0	0	0	202	205	230	219	228	235	221	227	234	230	0	0	0	0	0	0	0	0	0	0	0	0	364	360	340	349	343	347	360	362	358	372
Neil	M	94	130	139	178	255	445	418	440	356	419	313	173	77	96	86	91	98	100	100	104	107	109	375	321	325	288	231	157	162	168	201	175	211	362	709	627	684	658	624	623	656	639	629	619
Nelda	F	0	0	34	65	125	219	160	80	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	557	381	278	328	510	906	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelia	F	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nell	F	471	445	385	323	238	177	68	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	181	199	228	269	318	533	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nella	F	44	26	24	23	24	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	845	881	899	898	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelle	F	313	234	116	69	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	259	398	527	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nellie	F	4817	3599	2578	1778	1172	785	336	133	63	40	0	0	0	0	0	0	0	0	0	0	0	0	19	30	46	60	94	135	212	384	645	866	0	0	0	0	0	0	0	0	0	0	0	0
Nellie	M	28	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelly	F	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nels	M	91	79	39	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	431	747	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelson	M	368	381	370	347	311	304	263	228	222	204	185	177	131	124	110	115	117	112	103	106	108	106	161	162	179	185	199	198	207	237	265	287	304	353	493	522	569	559	561	581	640	631	625	633
Nena	F	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neoma	F	0	0	29	34	36	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	785	752	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neriah	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	938	940	0	0
Nery	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nestor	M	0	0	0	0	0	0	0	0	0	19	38	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	744	656	0	0	0	0	0	0	0	0	0	0
Neta	F	25	45	35	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	635	769	889	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Netta	F	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nettie	F	1860	1361	896	537	355	242	123	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	80	112	165	212	265	388	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neva	F	131	234	226	199	170	133	60	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	260	277	286	324	373	570	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nevada	F	33	31	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	788	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nevaeh	F	0	0	0	0	0	0	0	0	0	0	0	0	1424	1469	1596	1533	1353	1206	1055	1002	956	928	0	0	0	0	0	0	0	0	0	0	0	0	34	34	25	35	39	47	65	70	75	77
Neveah	F	0	0	0	0	0	0	0	0	0	0	0	0	63	67	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	959	888	893	0	0	0	0	0	0
Newell	M	25	29	28	45	32	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	813	844	655	780	876	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Newman	M	0	25	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Newt	M	43	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Newton	M	233	154	110	96	70	46	27	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	291	382	424	483	588	727	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neymar	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	96	125	74	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	646	553	790	885	0
Nia	F	0	0	0	0	0	0	0	0	0	0	0	132	160	152	160	152	171	150	162	180	186	163	0	0	0	0	0	0	0	0	0	0	0	477	464	489	469	490	463	508	487	442	438	497
Nichelle	F	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	0	0	0	0	0	0	0	0	0	0	0	0	0
Nichol	F	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	0	0	0	0	0	0	0	0	0	0	0	0
Nicholas	M	317	355	464	751	610	456	522	562	581	1938	5925	6838	2941	2615	2402	2165	1947	1810	1692	1563	1455	1386	179	181	153	110	131	153	148	140	143	52	19	6	29	32	38	42	49	54	57	62	63	68
Nicholaus	M	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0	0	0	0	0	0
Nichole	F	0	0	0	0	0	0	0	0	34	551	724	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	156	106	239	0	0	0	0	0	0	0	0	0	0
Nick	M	171	143	204	343	306	220	172	142	208	145	72	49	55	48	0	0	0	0	0	0	0	0	274	309	258	188	205	253	278	310	275	355	540	750	888	989	0	0	0	0	0	0	0	0
Nicki	F	0	0	0	0	0	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nickolas	M	15	0	18	60	58	32	26	25	24	71	192	266	173	150	141	116	115	96	84	84	75	57	977	0	965	559	537	745	736	724	783	523	292	262	402	447	463	551	568	647	719	727	794	950
Nicky	M	0	0	0	0	0	0	31	41	46	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	576	591	729	0	0	0	0	0	0	0	0	0	0	0	0
Nico	M	0	0	0	0	0	0	0	0	0	0	0	52	85	109	105	133	126	143	162	164	153	195	0	0	0	0	0	0	0	0	0	0	0	729	667	585	591	496	526	487	456	464	496	413
Nicolas	M	0	0	0	24	34	25	23	26	36	115	271	526	631	602	595	565	539	539	519	501	526	497	0	0	0	909	750	846	784	710	662	406	235	159	151	157	162	168	180	191	196	202	194	205
Nicole	F	0	0	0	0	0	0	0	33	481	4306	5592	3397	770	666	637	669	671	850	633	532	494	431	0	0	0	0	0	0	0	828	187	10	8	17	106	119	122	116	114	92	129	152	163	183
Nicolette	F	0	0	0	0	0	0	0	0	0	0	78	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	418	0	0	0	0	0	0	0	0	0	0
Nicolle	F	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0	0	0	0	0	0	0
Nigel	M	0	0	0	0	0	0	0	0	0	31	52	94	63	60	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802	642	531	815	860	934	0	0	0	0	0	0	0
Nikhil	M	0	0	0	0	0	0	0	0	0	0	0	0	57	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	862	0	0	0	0	0	0	0	0
Niki	F	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0	0
Nikia	F	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	0	0	0	0	0	0	0	0	0	0	0	0
Nikita	F	0	0	0	0	0	0	0	0	0	38	72	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	666	739	0	0	0	0	0	0	0	0	0	0
Nikki	F	0	0	0	0	0	0	52	54	81	324	276	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	631	553	246	248	368	0	0	0	0	0	0	0	0	0	0
Niko	M	0	0	0	0	0	0	0	0	0	0	0	34	62	66	68	76	86	110	108	105	110	130	0	0	0	0	0	0	0	0	0	0	0	866	827	810	788	753	700	588	617	636	614	553
Nikolai	M	0	0	0	0	0	0	0	0	0	0	0	0	54	72	78	92	105	110	129	157	162	149	0	0	0	0	0	0	0	0	0	0	0	0	902	766	733	641	608	589	538	478	477	505
Nikolas	M	0	0	0	0	0	0	0	0	0	0	52	148	158	153	147	142	138	132	123	124	126	120	0	0	0	0	0	0	0	0	0	0	640	400	430	443	453	473	490	514	565	566	567	587
Nikole	F	0	0	0	0	0	0	0	0	0	40	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	832	0	0	0	0	0	0	0	0	0	0	0
Nila	F	0	0	0	0	28	42	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856	705	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nina	F	733	704	590	500	447	429	313	318	282	216	362	288	287	275	250	264	276	281	275	270	265	263	126	129	157	172	185	192	224	226	272	332	199	240	279	290	319	304	292	288	295	300	309	322
Nita	F	35	58	54	48	59	77	78	86	53	0	0	0	0	0	0	0	0	0	0	0	0	0	690	547	600	656	595	499	491	490	718	0	0	0	0	0	0	0	0	0	0	0	0	0
Nixon	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	92	110	118	141	144	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	655	590	588	512	519	482
Noa	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	93	99	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	762	728	728
Noah	M	388	284	216	127	103	75	51	36	40	169	326	1393	3714	4163	4095	4251	4376	4627	4824	4925	4839	4775	155	205	250	363	396	454	512	613	626	326	203	69	15	9	7	5	4	1	1	1	1	2
